,sentence,label,tones
1241,id never do but i woke feeling stressed,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.668199,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.704642,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
1242,i feel i need to put my beloved uggs to one side and get back on the ballet pump bandwagon,love,"{  ""document_tone"": {    ""tones"": []  }}"
1243,i feel terrible about the lady driver though,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1244,i had a pretty trying adolescence and any time im put into a situation where im made to feel inadequate it makes me revert right back into the shy awkward teenager with low self esteem that i was in high school,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.672339,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.693146,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1245,i am being told i should feel satisfied because i am in good standing with the powers that be,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.792031,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.527318,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1246,i actually just feel really eager,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.920855,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1247,im sitting here in the belmont library listening to hold on tight by electric light orchestra feeling a bit of discontent,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
1248,i feel really bless to have a very supportive family who appreciate everything that i do,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.885701,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.762356,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1249,i feel so welcomed,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.880435,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1250,i shut the door but i didn t feel triumphant,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.746395,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      }    ]  }}"
1251,i was feeling pretty wiped out mentally amp physically i was determined to get some oxygen to my brain,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.705784,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.839577,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1252,i said in some recent interviews we will have two guests on the next alcest album and today i feel glad to reveal the first one,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.64038,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.57374,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1253,my roommate was rude to me,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.85545,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      }    ]  }}"
1254,i feel so weird not saying goodnight to mike,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.658885,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1255,i feel lighter and more compassionate after i have these little talks with myself,love,"{  ""document_tone"": {    ""tones"": []  }}"
1256,i was impressed with how dunham portrayed hannahs whole experience from trying to deny that its happening to feeling offended when you feel like someone is trying to minimise the distress its causing you,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.678488,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.599484,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.620279,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1257,i watched his face contort in sadness i began to feel regretful of my actions,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.851421,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
1258,i have been stumbling into quote after quote urging me because i really do feel they are meant for me to do away with my hated day job and dedicate my efforts to what matters most,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.698008,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1259,i prayed to trust god with my desire to feel a divine sense of home,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.607741,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.532616,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1260,i found is that feeling worthless is a waste of time,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.635639,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.653099,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1261,i feel totally carefree with them around,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.518866,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1262,i will not go into details from that long night but i woke up for our am bus feeling like i could barely stand and not trusting the pit in my stomach,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.611809,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1263,i feel so incredibly graceful and sexy in this pose i have to say,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.698229,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.674728,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
1264,i feel unimportant but even if i am in some way its still not my place to be making any decisions or voicing my opinions and its certainly not my place to be sharing my feelings,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.702543,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.876752,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1265,i am learning to step back and call it out to not be too proud to admit that yes i am feeling annoyed and yes i should tell you why,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.611061,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.633185,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1266,i want to avoid feeling disliked,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.570242,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      }    ]  }}"
1267,i feel pretty lame typing that but my upper body is so weak,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.867767,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1268,i feel very needy,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.801098,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.751756,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.898327,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
1269,i feel and i think that should be respected,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.724236,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1270,i was feeling a little like a cold was coming on,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.695738,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
1271,i just wanna say that the last three months i feel so happy about my blog,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.663087,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1272,i left feeling defeated like nothing had been accomplished the day a complete waste of time amp energy,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.66211,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
1273,i had ritz crackers in my desk drawer because theyre something ill eat even when i feel crappy and or dont feel like eating,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.618454,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.931522,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1274,i feel that tenure protects a lot of teachers that r innocent,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1275,i always feel i always understand that the people who are being the most hateful and harmful towards me are hurting themselves and taught wrongly and i hurt for them because i want to go back and undo the pain and childhood bigotry that binds their lives into this path,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.868776,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
1276,i did wake up this morning feeling more like myself so after days of sloth i was keen to get geared up and head to higher altitudes,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.519079,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
1277,i feel like the character precious,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.954486,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1278,i feel in love with the weight watchers program and was faithful to count my points,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.780394,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
1279,i feel like one of those girls in school that i hated because their outfits were perfect everyday because they went shopping once a week,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.591113,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.543112,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      },      {        ""score"": 0.807548,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1280,i fought i could feel myself trusting this man who was so patient and had a cool confidence more and more,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.787177,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
1281,i feel like my very essence is no more and work has drained my soul hopefully soon i will find my escape from work into a better path as i seem to be stuck only the cliquey get to move on and i do not want to roll like that,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.640847,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
1282,i feel surprised because i didnt expect it,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.920855,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1283,i feel tortured by something,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.724256,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.991756,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1284,i feel suffocated yet charmed my brain pauses logic,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.724236,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1285,i was feeling groggy and super tired during most of the fall we ended up staying home for thanksgiving instead of making the hour trip to see jimmys family,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.561401,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
1286,i had coped for barely twenty four hours before i was feeling wrung out and distraught,fear,"{  ""document_tone"": {    ""tones"": []  }}"
1287,i feel that the father wants to tell you that he is pleased with you,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.695775,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
1288,i uploaded and put the link to in my previous post is only good for six more days or until i feel gracious enough to upload it again,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.632023,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.534455,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1289,im pretty sure it had to do with the fact that im dealing with hyperemesis not enough sleep and feeling irritable,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.814402,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      },      {        ""score"": 0.687768,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1290,i wanted to feel assured,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.522999,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.849827,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
1291,i feel like copying the handsome boy say yay so fun,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.892913,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
1292,i am sorry that you feel i deserve to be blamed for the friends i pick all of which are better then some of the friends i could be hanging out with getting high and drunk while underage,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
1293,i feel that it is dangerous to portray angels as walking the earth and intermarrying with humans,anger,"{  ""document_tone"": {    ""tones"": []  }}"
1294,i am feeling a bit nostalgic so decided to take a tour through my memory lane,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.741135,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.704642,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      },      {        ""score"": 0.762356,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1295,i feel excited about something that is soley for me here is the video about it,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.904269,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.936081,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1296,i feel like i m a doomed gladiator in a stadium constructed of cardboard and copies of romeo and juliet and the outsiders are screaming for my blood,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.536936,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.773514,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1297,i think she just rolled out i guess she s over it already i m kinda feeling that but no one has performed yet and word on the street is there is supposed to be a surprised performance by lil wayne nikki minaj and drake that would be dope,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.537771,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.742675,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1298,i feel a tender compassion glancing at her huge and heavy rucksack,love,"{  ""document_tone"": {    ""tones"": []  }}"
1299,i feel romantic and passionate toward my partner,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.528606,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1300,i hated the day job and after a few months of feeling like i was being cosmically punished for doing a good deed i was getting ready to quit when i met the woman that would become my wife,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
1301,i feel ashamed that i again let it come that far,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
1302,i feel a little ashamed that i had such low expectations in the first place,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.955445,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1303,i started feeling very gentle contractions about minutes apart,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.660207,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
1304,i feel like im being a terrible person and that hes going to hate me for thinking these things,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.546496,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      },      {        ""score"": 0.793846,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1305,i feel like a post might be devoted to dealing with emotions caused by situations vs,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.687768,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.647986,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1306,i flung into my suitcase at the last minute didn t break on the crossing over or explode in the pressurized cabin so thus far i m feeling pretty splendid about things,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.526059,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.54839,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.737379,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1307,i need to listen to a song where i can be angry and feel accepted at the same time,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.754329,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      },      {        ""score"": 0.664451,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1308,i find myself seeking and yearning for love and acceptance from people that can not provide it and then being disappointed when i am alone and feeling unloved and unworthy,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.755816,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.75131,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1309,i feel accepted and appreciated by my teammates and peers,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.546573,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.687768,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1310,i know that feeling for sure,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.942582,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      },      {        ""score"": 0.842108,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1311,i was left feeling bothered by it for a long time afterwards,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.719297,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
1312,i feel like hopeless helpless worthless scum,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.713917,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.920855,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1313,i feel so blessed to have both lisa and god as friends in this life,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.775414,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
1314,i stopped feeling bitter and sorry for myself and lost myself in the work my work started getting better or rather continued to get better,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.671191,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
1315,i am still feeling a little remorseful that we didnt just break down and buy it,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.735034,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.882284,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.647986,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1316,i feel more and more stressed,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.913043,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1317,i do not feel like i am intelligent enough to be a teacher,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.762356,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1318,i feel naughty just being this girls friend,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.505642,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.961411,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1319,i would stay in charge thereby helping z to feel safe yet at the same time be nurturing and loving,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.665283,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.936081,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1320,i fully enjoy music when i feel afraid using headphones,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.712407,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.687768,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1321,i feel so cranky right now,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1322,i feel all festive sitting down with my address book and list christmas songs in the background and writing a personal message in each one congratulations on your exam results,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.822044,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
1323,ive had so much more energy no more slugging around feeling lethargic after massive takeaways and choccy binges and my skin started to clear up instantly,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
1324,i feel pretty insecure about my current relationship,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.511139,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.984352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.762356,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1325,i enjoy hearing the faith stories of other believers sometimes these stories leave me feeling inadequate and guilty,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.526566,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
1326,i feel like ending my life like some song from damaged or something,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.525309,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.990865,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.762356,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1327,i feel totally rejected,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.650564,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.898327,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
1328,i say no i feel guilty begins by giving you the reasons for and benefits of being assertive without being aggressive,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.570142,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.670204,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.555313,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1329,i feel more jaded,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1330,i feel a little strange chasing after them since im so disappointed in the brand as a whole,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.823284,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
1331,i didn t feel too hot from the swim,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.552442,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1332,i was to her in fact so i m taking that as she feels regretful for what she has done,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.534013,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
1333,i feel embarrassed by it,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.916667,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.822231,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1334,i perceive you feel the dint of pity these are gracious drops,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.858881,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
1335,i always feel slightly worthless almost self condemning like i should be doing more amounting more saving the world one day at a time a preacher on a podium a counselor for teen single struggling mom s a writer a motivational speaker a super mom to my baby boy,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.71667,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
1336,i chose to live my life as a normal person who has feelings wants and desires i have talked up for myself been faithful to myself and i have been determined to be treated with dignity and respect,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.771204,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.71841,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1337,i feel this violence is petty and impractical,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.711292,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1338,im feeling a bit more sociable now although i dont think ill be able to express everything i want to say,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.801827,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1339,i try not to laugh because sometimes it hurts vellas feelings but some of the things he does are so funny,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.832073,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.876534,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
1340,i love tall guys they make me feel so little and innocent however innocent was the last thing that i was that night,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.573604,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
1341,i feel strongly about or a line that i want to draw in the sand so to speak i shouldn t be afraid especially at this point to bring up how i feel about what my conclusion should entail etc,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.696139,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.728589,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.831148,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
1342,i feel civilly disturbed class delicious title share this on del,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.823668,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
